"","SN","Source","WHO_REGION","Region","Country","ISO3","ISO2","ADMIN1","ADMIN1ID","ADMIN2","ADMIN2ID","IU_NAME","IU_ID","Location","SiteID","Longitude","Latitude","Georeliability","Location_type","Survey_type","Year","Age_start","Age_end","HK_examined","HK_positive","HK_prevalence","Asc_examined","Asc_positive","Asc_prevalence","TT_examined","TT_positive","TT_prevalence"
"252",24592,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Gbarma",39185,"Gbarpolu",26820,"Tima Community School",NA,-10.66672,7.40918,3,NA,"Mapping",2013,9,14,30,2,0.066666667,30,2,0.066666667,30,0,0
"253",24593,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Bokomu",39183,"Gbarpolu",26820,"Toinkwah Public",NA,-10.31567,7.11567,3,NA,"Mapping",2013,10,15,30,11,0.366666667,30,4,0.133333333,30,0,0
"254",24594,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Bopolu",39184,"Gbarpolu",26820,"Tumukola Public",NA,-10.623667,6.993006,1,NA,"Mapping",2013,10,15,30,8,0.266666667,30,4,0.133333333,30,0,0
"255",24596,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Bopolu",39184,"Gbarpolu",26820,"Varmah Town Public School",NA,-10.40153,7.05371,3,NA,"Mapping",2013,9,14,30,3,0.1,30,0,0,30,0,0
"256",24597,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Gola Konneh",39192,"Gbarpolu",26820,"Weafua Public Sch.",NA,-10.82688,7.08782,3,NA,"Mapping",2013,10,15,30,6,0.2,30,2,0.066666667,30,0,0
"257",24598,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Gbarma",39185,"Gbarpolu",26820,"Wealiquah Public School",NA,-10.68306,7.08071,3,NA,"Mapping",2013,10,14,30,3,0.1,30,2,0.066666667,30,0,0
"258",24599,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Gola Konneh",39192,"Gbarpolu",26820,"Weamawuo Public Sch.",NA,-10.87621,7.06637,3,NA,"Mapping",2013,11,15,30,5,0.166666667,30,3,0.1,30,0,0
"259",24600,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Kongba",39186,"Gbarpolu",26820,"Wongo Community School",NA,-10.5355,7.76966,3,NA,"Mapping",2013,10,15,30,1,0.033333333,30,0,0,30,0,0
"260",24601,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Kongba",39186,"Gbarpolu",26820,"Yonton B.kesselly Public School",NA,-10.51253,7.65162,3,NA,"Mapping",2013,9,15,30,0,0,30,0,0,30,0,0
"261",24602,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Bokomu",39183,"Gbarpolu",26820,"Zelekai Public",NA,-10.23172,7.21399,3,NA,"Mapping",2013,9,15,30,5,0.166666667,30,3,0.1,30,4,0.133333333
"262",24603,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Gbarma",39185,"Gbarpolu",26820,"Zuo Mission School",NA,-10.765089,7.028056,1,NA,"Mapping",2013,10,15,30,4,0.133333333,30,1,0.033333333,30,0,0
"263",24604,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Gbarpolu",2748,"Gbarma",39185,"Gbarpolu",26820,"Zuo Primary Sch.",NA,-10.76871,7.01355,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,3,0.1,30,0,0
"264",24605,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Am. Nyoun Public School",NA,-9.93441,6.40879,3,NA,"Mapping",2013,7,14,30,4,0.133333333,30,4,0.133333333,30,2,0.066666667
"265",24606,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Autum King Primary School",NA,-10.02233,5.89323,3,NA,"Mapping",2013,7,13,30,1,0.033333333,30,9,0.3,30,0,0
"266",24607,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Barclaysville Public School",NA,-10.24108,6.15962,3,NA,"Mapping",2013,10,13,30,2,0.066666667,30,15,0.5,30,0,0
"267",24608,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Barsee Giah Public School",NA,-9.96428,6.0883,3,NA,"Mapping",2013,10,14,30,1,0.033333333,30,6,0.2,30,0,0
"268",24609,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Bassa Elementary Demonstration",NA,-10.04452,5.881869,3,NA,"Mapping",2013,9,14,30,0,0,30,6,0.2,30,0,0
"269",24610,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Benjamin Clarke",NA,-10.01145,6.00169,3,NA,"Mapping",2013,9,14,30,2,0.066666667,30,10,0.333333333,30,3,0.1
"270",24611,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Benson River Elementary",NA,-10.01392,5.89923,3,NA,"Mapping",2013,10,11,30,0,0,30,2,0.066666667,30,0,0
"271",24612,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Bexley Public",NA,-9.931,6.30016,3,NA,"Mapping",2013,9,14,30,2,0.066666667,30,14,0.466666667,30,0,0
"272",24613,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Bia Public School, St. John River City",NA,-10.0135929,6.0387843,1,NA,"Mapping",2013,9,14,30,1,0.033333333,30,12,0.4,30,1,0.033333333
"273",24614,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Bible Faith Elem Jr. Sch.",NA,-10.02936,5.894,3,NA,"Mapping",2013,10,11,30,1,0.033333333,30,2,0.066666667,30,0,0
"274",24615,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Bishop John W. Foster",NA,-10.04472,5.88109,3,NA,"Mapping",2013,10,14,30,0,0,30,3,0.1,30,0,0
"275",24616,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Blessed Allamano Jr.high School",NA,-9.79116,6.0831,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,5,0.166666667,30,0,0
"276",24617,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Boe Dayugar Public School",NA,-9.63504,6.34011,3,NA,"Mapping",2013,10,13,30,6,0.2,30,10,0.333333333,30,0,0
"277",24618,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Boique Elementary & Jr. High School",NA,-10.21541,6.13566,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,6,0.2,30,3,0.1
"278",24619,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Buugboun Public School",NA,-9.7621832,5.8040829,3,NA,"Mapping",2013,8,14,30,2,0.066666667,30,5,0.166666667,30,0,0
"279",24620,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"C.b.reeves",NA,-10.01067,6.01758,3,NA,"Mapping",2013,8,12,30,0,0,30,15,0.5,30,0,0
"280",24621,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Camp Mechlin Public School",NA,-10.04314,6.06244,3,NA,"Mapping",2013,7,14,30,2,0.066666667,30,11,0.366666667,30,3,0.1
"281",24622,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Cecelia Williams Bryant",NA,-9.71839,5.76074,3,NA,"Mapping",2013,10,14,30,3,0.1,30,8,0.266666667,30,7,0.233333333
"282",24623,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"Morweh",39227,"Grand Bassa",26821,"Ceedyah Public School",NA,-9.40728,6.16862,3,NA,"Mapping",2013,9,14,30,11,0.366666667,30,8,0.266666667,30,0,0
"283",24624,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Chariot Day-Care and Elementary",NA,-10.04512,5.88179,3,NA,"Mapping",2013,10,11,30,0,0,30,2,0.066666667,30,0,0
"284",24625,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Children Future Program Day Care Elementary School",NA,-10.042983,5.8821998,3,NA,"Mapping",2013,10,14,30,1,0.033333333,30,14,0.466666667,30,0,0
"285",24626,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Chippy Memorial Public  School",NA,-10.3156,6.25591,3,NA,"Mapping",2013,10,14,30,5,0.166666667,30,11,0.366666667,30,2,0.066666667
"286",24627,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"D.roosevelt Karngar Public School",NA,-9.82009,5.85574,3,NA,"Mapping",2013,10,14,30,6,0.2,30,15,0.5,30,1,0.033333333
"287",24628,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Datarr Community School",NA,-9.8535004,5.7914672,3,NA,"Mapping",2013,10,14,30,0,0,30,13,0.433333333,30,0,0
"288",24630,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Faith Baptist Community School System",NA,-10.04405,5.8930831,3,NA,"Mapping",2013,9,14,30,0,0,30,2,0.066666667,30,0,0
"289",24631,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Faith Community",NA,-10.3203,6.26634,3,NA,"Mapping",2013,10,13,30,3,0.1,30,16,0.533333333,30,0,0
"290",24632,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Faith Elementary School System",NA,-10.0477,5.87962,3,NA,"Mapping",2013,10,13,30,3,0.1,30,18,0.6,30,1,0.033333333
"291",24633,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Feetuah Public School",NA,-9.84152,6.34349,3,NA,"Mapping",2013,8,14,30,3,0.1,30,6,0.2,30,0,0
"292",24634,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Four Houses Public School",NA,-10.036217,5.910233,3,NA,"Mapping",2013,10,14,30,0,0,30,4,0.133333333,30,0,0
"293",24635,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Frank Diggs Public School",NA,-10.02484,6.0813,3,NA,"Mapping",2013,10,14,30,3,0.1,30,3,0.1,30,0,0
"294",24636,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Fred Mart Daycare & Elem School Jecko's Town",NA,-10.03063,5.89938,3,NA,"Mapping",2013,10,13,30,0,0,30,7,0.233333333,30,1,0.033333333
"295",24637,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Gbarwein Public School",NA,-9.89883,6.26773,3,NA,"Mapping",2013,9,14,30,0,0,30,5,0.166666667,30,0,0
"296",24638,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Gbehzohn Community Daycare School",NA,-10.04504,5.88169,3,NA,"Mapping",2013,10,11,30,3,0.1,30,5,0.166666667,30,1,0.033333333
"297",24640,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"Timbo",39228,"Grand Bassa",26821,"Geegbar Public School",NA,-9.6726332,5.8667331,3,NA,"Mapping",2013,10,14,30,5,0.166666667,30,7,0.233333333,30,0,0
"298",24641,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Gehn Town Public School",NA,-9.7154999,6.2635999,3,NA,"Mapping",2013,9,14,30,5,0.166666667,30,6,0.2,30,0,0
"299",24642,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Gianda Elementary and Junior High School",NA,-9.60745,6.19896,3,NA,"Mapping",2013,10,14,30,3,0.1,30,4,0.133333333,30,0,0
"300",24643,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Gio-Town Public School",NA,-9.8528671,5.7952328,3,NA,"Mapping",2013,10,14,30,3,0.1,30,8,0.266666667,30,0,0
"301",24644,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Glakon Public School",NA,-10.03348,6.02604,3,NA,"Mapping",2013,8,14,30,2,0.066666667,30,12,0.4,30,0,0
"302",24647,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Government Day Public School",NA,-9.7117834,5.9085832,3,NA,"Mapping",2013,9,14,30,3,0.1,30,7,0.233333333,30,0,0
"303",24648,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Government Morning Elementary",NA,-10.01394,6.00207,3,NA,"Mapping",2013,8,14,30,5,0.166666667,30,6,0.2,30,4,0.133333333
"304",24649,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Grand Kola Public School",NA,-9.61483,6.39503,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,13,0.433333333,30,1,0.033333333
"305",24650,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Harrisville Public School",NA,-9.83302,5.71401,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,6,0.2,30,3,0.1
"306",24652,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Hope Kindergarten",NA,-10.02192,5.89592,3,NA,"Mapping",2013,10,11,30,0,0,30,1,0.033333333,30,0,0
"307",24653,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"J. J. Cheesemen Public School",NA,-10.27441,6.21622,3,NA,"Mapping",2013,9,14,30,2,0.066666667,30,7,0.233333333,30,1,0.033333333
"308",24654,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"James T. Chea Elem. School",NA,-10.0515,5.874567,3,NA,"Mapping",2013,10,14,30,0,0,30,16,0.533333333,30,5,0.166666667
"309",24655,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"John Gbagee Elementary School",NA,-9.7382498,5.7719669,3,NA,"Mapping",2013,9,14,30,5,0.166666667,30,20,0.666666667,30,1,0.033333333
"310",24657,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Kobainu Elementary & Jr. High",NA,-9.55617,6.16823,3,NA,"Mapping",2013,9,14,30,3,0.1,30,8,0.266666667,30,0,0
"311",24658,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Korkor David Public School",NA,-9.8222,6.10365,3,NA,"Mapping",2013,8,14,30,8,0.266666667,30,8,0.266666667,30,0,0
"312",24659,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Kpahyoah Town Public School",NA,-9.81073,5.79726,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,17,0.566666667,30,0,0
"313",24660,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Kpelleh Town Public School",NA,-10.0440386,5.881245,1,NA,"Mapping",2013,10,14,30,1,0.033333333,30,2,0.066666667,30,0,0
"314",24661,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Kpellie Town Public School",NA,-9.6919,5.976,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,12,0.4,30,1,0.033333333
"315",24662,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Kpogblahn Public School",NA,-9.74977,6.19336,3,NA,"Mapping",2013,9,14,30,1,0.033333333,30,8,0.266666667,30,0,0
"316",24663,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Libinco School System",NA,-9.8488,6.02718,3,NA,"Mapping",2013,9,14,30,1,0.033333333,30,16,0.533333333,30,1,0.033333333
"317",24665,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Little Kola Public School",NA,-9.529,6.46252,3,NA,"Mapping",2013,10,13,30,0,0,30,19,0.633333333,30,0,0
"318",24666,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Lloydsville Elementary & Junior High School",NA,-10.079,6.07041,3,NA,"Mapping",2013,7,13,30,2,0.066666667,30,7,0.233333333,30,2,0.066666667
"319",24667,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Logan Town Public School",NA,-9.99203,5.92794,3,NA,"Mapping",2013,10,13,30,0,0,30,3,0.1,30,0,0
"320",24669,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Marblee Public School",NA,-9.82373,5.83773,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,12,0.4,30,2,0.066666667
"321",24671,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Martha S. Dunn",NA,-10.01403,6.00218,3,NA,"Mapping",2013,7,13,30,1,0.033333333,30,15,0.5,30,0,0
"322",24672,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Nazohn Public School",NA,-10.00001,6.0863,3,NA,"Mapping",2013,10,14,30,1,0.033333333,30,6,0.2,30,0,0
"323",24673,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Neegeewein Public School",NA,-10.28798,6.24234,3,NA,"Mapping",2013,10,14,30,3,0.1,30,8,0.266666667,30,2,0.066666667
"324",24674,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"New Era Public School",NA,-9.7263002,5.881567,3,NA,"Mapping",2013,9,14,30,5,0.166666667,30,7,0.233333333,30,0,0
"325",24676,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"New Series Primary",NA,-10.11853,5.95272,3,NA,"Mapping",2013,10,14,30,3,0.1,30,13,0.433333333,30,5,0.166666667
"326",24677,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Newcess Public School",NA,-9.8877001,5.8152499,3,NA,"Mapping",2013,10,14,30,5,0.166666667,30,17,0.566666667,30,0,0
"327",24679,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Noryou Town Public School",NA,-10.20601,6.07715,3,NA,"Mapping",2013,10,14,29,3,0.103448276,29,5,0.172413793,29,1,0.034482759
"328",24680,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Nyonben Public School",NA,-9.7333702,5.7672297,1,NA,"Mapping",2013,10,14,30,3,0.1,30,13,0.433333333,30,0,0
"329",24681,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Oceanview Christian School Ext. (Pillar of Fire)",NA,-10.040217,5.8959169,3,NA,"Mapping",2013,10,14,30,0,0,30,6,0.2,30,0,0
"330",24682,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Owensgrove Elementatry & Junior High",NA,-10.3302,6.26579,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,4,0.133333333,30,0,0
"331",24684,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"R.c Lawson Bokay Town",NA,-10.26538,6.18543,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,12,0.4,30,1,0.033333333
"332",24685,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Rabitta Public School",NA,-9.88075,6.23661,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,3,0.1,30,2,0.066666667
"333",24686,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Rally Road Public School",NA,-9.91601,6.2187,3,NA,"Mapping",2013,9,14,30,2,0.066666667,30,6,0.2,30,0,0
"334",24687,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Richard G. James Public School",NA,-9.90094,6.0073,3,NA,"Mapping",2013,10,14,30,3,0.1,30,10,0.333333333,30,0,0
"335",24688,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Saturday  Town Community School",NA,-10.3084,6.26331,3,NA,"Mapping",2013,9,14,30,4,0.133333333,30,13,0.433333333,30,0,0
"336",24689,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Selfhelp Commmunity School",NA,-10.27242,6.21404,3,NA,"Mapping",2013,10,14,30,3,0.1,30,10,0.333333333,30,0,0
"337",24690,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Senyah Public School",NA,-9.69861,6.14967,3,NA,"Mapping",2013,10,14,30,5,0.166666667,30,12,0.4,30,2,0.066666667
"338",24691,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Seventh Day Adventist High School",NA,-10.03985,5.88688,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,6,0.2,30,0,0
"339",24692,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"St.john Elementary, Jr. & Sr. High School",NA,-10.01062,6.01764,3,NA,"Mapping",2013,9,14,30,1,0.033333333,30,16,0.533333333,30,0,0
"340",24693,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"St.michael Junior High School",NA,-9.93046,6.35333,3,NA,"Mapping",2013,10,13,30,1,0.033333333,30,10,0.333333333,30,2,0.066666667
"341",24695,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #4",39190,"Grand Bassa",26821,"Tepenneh Public",NA,-9.65077,6.09368,3,NA,"Mapping",2013,10,13,30,4,0.133333333,30,9,0.3,30,0,0
"342",24696,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"The Salvation Army School System",NA,-10.04635,5.885067,3,NA,"Mapping",2013,10,13,30,2,0.066666667,30,4,0.133333333,30,0,0
"343",24697,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Tobey Dyu-Public School",NA,-9.93756,6.2954,3,NA,"Mapping",2013,9,14,30,3,0.1,30,7,0.233333333,30,0,0
"344",24698,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Trade Town Community School",NA,-9.55334,6.44303,3,NA,"Mapping",2013,10,13,30,5,0.166666667,30,5,0.166666667,30,0,0
"345",24699,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Tubmanville Public School",NA,-9.86204,6.04859,3,NA,"Mapping",2013,9,14,30,1,0.033333333,30,2,0.066666667,30,1,0.033333333
"346",24700,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Vahn Town Public School",NA,-10.1724267,6.1174304,1,NA,"Mapping",2013,10,14,30,3,0.1,30,6,0.2,30,1,0.033333333
"347",24701,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"W.r.f. Whitfield",NA,-10.3303,6.26589,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,8,0.266666667,30,4,0.133333333
"348",24702,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Walker Foundation Public School",NA,-9.7197704,6.29035,3,NA,"Mapping",2013,10,14,30,3,0.1,30,7,0.233333333,30,0,0
"349",24703,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"William v. s Tubman Elem. & Jr",NA,-10.05075,5.8802671,3,NA,"Mapping",2013,9,14,30,2,0.066666667,30,3,0.1,30,0,0
"350",24704,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Wreakento Public School",NA,-10.00569,6.11435,3,NA,"Mapping",2013,10,14,30,4,0.133333333,30,5,0.166666667,30,1,0.033333333
"351",24705,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #2",39188,"Grand Bassa",26821,"Wroahzohn Public School",NA,-9.68183,6.623144,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,6,0.2,30,0,0
"352",24706,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #3",39189,"Grand Bassa",26821,"Yaweys Camp School",NA,-9.77853,6.12611,3,NA,"Mapping",2013,10,12,30,6,0.2,30,6,0.2,30,0,0
"353",24707,"SCI","AFRO","Western Africa","Liberia","LBR","LR","Grand Bassa",2749,"District #1",39187,"Grand Bassa",26821,"Zoe Town Public School",NA,-10.18548,6.0566,3,NA,"Mapping",2013,10,14,30,2,0.066666667,30,4,0.133333333,30,0,0
